Product_Name,Energy,Total_Fat,Saturated_Fat,Total_Sugars,Sodium,Protein,Dietary_Fiber,product_form
Grapes raita (Angoor ka raita),72.59,2.07,0.62,8.51,135.64,3.98,0.71,solid
Bottle gourd kheer (Ghiya/Lauki kheer),84.07,3.86,1.16,9.63,19.62,2.7,0.55,solid
Pumpkin kheer (Kaddu ki kheer),86.35,3.86,1.16,10.12,20.99,2.76,0.63,solid
Apple kheer (Seb ki kheer),81.3,3.18,0.95,10.71,15.86,2.14,0.51,solid
Caramel custard (baked),122.7,5.01,1.5,14.92,44.78,5.11,0.0,solid
Vanilla ice cream without egg,228.67,18.15,11.25,13.45,23.97,2.69,0.0,solid
Vanilla ice cream with egg,214.85,17.02,10.55,11.69,37.72,4.16,0.0,solid
Strawberry ice cream,215.61,16.96,10.52,11.6,37.62,4.15,0.0,solid
Chocochip ice cream,241.45,17.93,11.12,16.08,34.84,4.23,0.0,solid
Choconut ice cream,273.96,18.49,11.46,21.02,29.83,5.04,0.51,solid
Pear chocholate sunday,183.49,13.11,3.93,14.41,16.26,2.08,0.07,solid
Chocolate sauce,263.2,10.39,6.44,42.06,2.8,1.91,0.0,solid
Coffee ice cream,150.62,9.43,5.85,13.35,42.09,3.15,0.0,liquid
Coffee pear alaska,203.99,13.22,3.97,16.88,51.11,2.88,0.15,liquid
Crunchy butterscotch,277.32,20.99,13.01,17.73,22.24,3.11,0.47,solid
Peach melba ice cream,200.85,14.51,9.0,13.35,17.92,2.06,0.06,solid
Vanilla ice cream with apples in hot cherry sauce,196.32,11.45,7.1,14.19,31.54,1.73,0.26,solid
Grape and orange whip,57.39,2.62,0.79,5.66,14.36,1.41,0.97,solid
Honey banana cream,125.49,6.68,4.14,10.51,15.65,2.78,0.7,solid
Raspberry bavarian cream,150.1,7.88,4.89,15.3,24.59,3.34,2.19,solid
Fruit delight,107.09,7.09,2.13,9.03,17.27,2.09,0.09,solid
Creamy chocolate mousse,230.52,18.16,11.26,8.99,48.64,6.85,0.0,solid
Cold lemon souffle,169.87,9.78,2.93,13.88,46.35,5.89,0.0,solid
Cold orange souffle,173.19,9.82,2.95,14.42,46.53,5.94,0.11,solid
Cold pineapple souffle,181.22,10.39,3.12,14.99,49.38,6.23,0.0,solid
Cold vanilla souffle,179.54,10.32,3.1,14.49,49.09,6.22,0.0,solid
Cold chocolate souffle,187.53,10.86,6.73,15.31,47.77,6.37,0.0,solid
Stewed fruit (with pear),74.32,0.32,0.1,17.67,1.7,0.25,2.84,solid
Apricot fool,218.1,11.35,3.4,21.29,8.28,1.54,1.0,solid
Pavlova,200.6,12.29,3.69,20.37,26.34,1.84,0.06,solid
Apple crumb pudding,220.85,8.87,2.66,27.69,59.36,1.54,1.33,solid
Steamed cake with chocolate sauce,301.91,19.01,11.79,19.72,100.32,4.49,0.29,solid
Hot lemon souffle,155.25,7.93,2.38,12.07,47.75,5.29,0.14,solid
Gulab jamun with milk powder,471.15,40.15,24.89,27.04,67.28,0.85,0.05,liquid
Chum chum,130.05,1.92,0.58,27.84,16.65,1.52,0.02,solid
Dil bahar,130.05,1.92,0.58,27.84,16.65,1.52,0.02,solid
Rasbhari,130.05,1.92,0.58,27.84,16.65,1.52,0.02,solid
Rajbogh,133.7,2.28,0.68,27.66,16.57,1.71,0.11,solid
Rasgulla,118.64,1.75,0.53,25.4,15.19,1.38,0.01,solid
Rasmalai,135.55,2.11,0.63,28.71,16.46,1.61,0.07,solid
Khoa coconut burfi,411.45,26.01,7.8,35.6,31.14,9.98,4.07,solid
Danedar burfi,102.68,4.72,1.42,11.98,23.31,3.24,0.09,solid
Semolina burfi (Suji/Rava burfi),317.3,16.86,5.06,28.67,8.33,3.47,2.8,solid
Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),186.18,12.66,3.8,16.11,8.95,1.75,4.29,solid
Khoa ladoo,396.02,24.09,14.94,33.37,31.71,12.21,3.08,solid
Wheat and gram flour ladoo (Atta besan ladoo),446.9,29.86,18.51,18.46,27.06,9.38,6.01,solid
Semolina ladoo with nuts (Suji/Rava ladoo with nuts),390.2,25.45,15.78,19.79,3.93,5.44,4.27,solid
Sesame chickpeas brittle (Til aur channe ki chikki),257.8,4.66,1.4,36.48,17.93,8.5,5.54,solid
Murmura chikki,229.5,0.32,0.1,48.27,15.03,2.12,0.37,solid
Masala onion pakora/pakoda (Pyaaz ke pakode),551.64,57.61,19.01,1.58,99.22,2.05,1.44,solid
Masala green chilli pakora/pakoda (Hari mirch kay pakode),668.76,71.01,23.43,0.27,120.9,2.22,1.34,solid
Chicken pakora/pakoda,590.09,60.98,21.34,0.22,103.23,6.03,0.96,solid
Fish pakora/pakoda,577.03,59.52,11.9,0.22,112.24,5.97,0.96,solid
Paneer cutlet,672.2,69.38,43.02,2.52,91.45,4.59,0.39,solid
Sago cutlet/vadas (Sabudana cutlet/vadas),558.76,56.97,17.09,0.1,48.17,0.56,0.54,solid
Poshtik cutlet,496.45,50.94,15.28,0.32,57.11,2.0,1.35,solid
Egg cutlet (Anda cutlet),575.02,60.25,17.47,0.2,79.4,2.45,0.58,solid
Minced meat cutlet,531.86,54.47,19.06,0.31,95.81,5.1,0.4,solid
Vegetable samosa,443.11,42.22,12.67,0.74,107.7,2.21,1.52,solid
Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),745.5,76.32,25.19,0.16,65.87,4.39,2.27,solid
Masala urad dal vada,703.78,71.62,23.63,0.7,61.49,4.32,2.71,solid
Khaman (dhokla),48.0,2.8,0.84,1.36,124.1,1.92,1.49,solid
Instant dhokla,178.3,9.37,2.81,6.86,763.98,7.66,3.57,solid
Tomato ginger chutney (Tamatar adarak ki chutney),40.6,0.32,0.1,6.31,209.42,1.05,2.14,solid
Mint tomato chutney (Pudinay aur tamatar ki chutney),43.65,0.36,0.11,5.48,183.98,1.53,2.63,solid
Coriander chutney (Hare dhaniye ki chutney),42.86,0.37,0.11,5.5,186.64,1.38,2.47,solid
Gooseberry chutney (Amla chutney),31.9,0.62,0.19,0.06,215.09,1.44,4.58,solid
Walnut chutney (Akhrot ki chutney),370.43,33.46,10.04,4.4,160.0,9.44,3.04,solid
Saunth/Sonth chutney with ginger,84.22,0.11,0.03,19.04,222.53,0.28,0.31,solid
Gun powder chutney,227.6,2.67,0.8,1.16,195.67,21.55,13.95,solid
Dessicated coconut chutney (Sookhe kase nariyal ki chutney),304.4,15.88,4.76,10.41,321.07,12.88,13.16,solid
Curd mint dip,76.13,2.44,1.51,7.83,222.77,4.82,0.77,solid
Curd vegetable dip,56.21,1.94,1.2,5.42,132.48,3.88,0.63,solid
Mayonnaise vegetable dip,241.27,23.44,7.03,4.39,119.58,3.01,0.41,solid
Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),117.5,6.31,1.89,1.79,222.22,4.03,2.1,solid
Tomato sandwich (grilled),156.8,9.39,2.82,2.58,420.6,6.26,1.91,solid
French sandwich (toasted),163.8,11.51,3.45,1.82,274.68,6.82,1.37,solid
Peanut butter cucumber sandwich,196.4,10.56,6.55,2.91,460.09,9.04,3.35,solid
Mint and peanut sandwich,222.8,13.88,4.16,2.78,453.3,7.18,3.67,solid
Spicy chutney sandwich,197.0,9.58,2.87,3.96,315.4,8.74,3.73,solid
Chicken walnut sandwich (Chicken aur akhrot ke sandwich),248.6,16.77,5.87,1.77,287.39,12.58,1.53,solid
Rolled sandwich,235.7,15.29,4.59,2.7,321.57,6.45,2.07,solid
Ribbon sandwich,204.6,13.37,4.01,4.66,382.11,6.26,2.92,solid
Checker board sandwich,307.9,24.65,7.39,2.9,358.25,7.37,2.22,solid
Submarine sandwich,195.8,15.32,4.6,2.5,254.28,6.09,1.24,solid
Cheese open sandwich,229.0,14.24,8.83,3.24,504.41,9.84,1.74,solid
Sunset and sunrise open sandwich,211.2,15.14,4.54,1.95,381.29,8.58,1.39,solid
Danish luncheon sandwich,164.2,10.1,3.03,1.13,365.63,9.03,1.52,solid
Chicken and corn open sandwich,157.7,8.83,3.09,2.48,226.72,8.63,1.67,solid
Chocolate sponge cake,213.5,5.51,3.42,25.0,61.47,9.13,0.52,solid
Chocolate swiss roll,306.08,19.76,12.25,18.83,44.53,6.01,0.29,solid
Lemon curd filling,225.62,12.58,7.8,26.13,34.9,3.43,0.0,solid
Jam filling,184.62,0.0,0.0,41.54,0.0,0.0,0.0,solid
Chocolate pastry,243.37,10.12,6.27,22.34,46.54,7.05,0.32,solid
Assorted pastry,208.9,8.91,4.46,19.7,49.99,6.78,0.43,solid
Orange gateau,163.0,6.02,1.81,18.33,80.41,4.78,0.68,liquid
Black forest gateau,217.82,8.58,2.57,21.97,79.37,5.94,0.28,liquid
Lemon cake,342.6,20.63,10.31,25.84,151.29,5.29,0.62,solid
Dundee cake,360.4,22.7,11.35,21.3,182.74,7.78,1.81,solid
Victorian sandwich cake,373.09,19.83,9.91,28.18,145.28,5.18,0.59,solid
Chocolate eggless cake,312.01,13.19,8.18,34.2,196.61,6.66,0.32,solid
Orange eggless cake,355.62,13.82,4.01,37.87,226.28,7.16,0.56,solid
Chocolate glace icing,436.29,20.8,12.9,59.88,8.66,3.22,0.0,solid
Butter icing,500.72,25.37,15.73,71.64,5.98,0.19,0.0,solid
Chocolate butter icing,469.59,24.77,15.36,59.82,4.99,3.21,0.0,solid
Almond biscuit (Badam ke biscuit),350.9,19.7,9.85,22.19,151.76,6.25,1.5,solid
Orange biscuit,320.2,11.01,5.5,42.63,259.14,3.63,0.75,solid
Gingerman biscuit,293.8,12.73,6.37,21.64,918.57,6.26,2.0,solid
Coffee drops,397.3,27.16,8.15,18.27,88.17,7.57,1.88,liquid
Christmas biscuit,340.0,15.88,7.94,26.01,127.36,5.67,2.17,solid
Christmas wreath biscuit,323.5,15.01,7.5,24.89,120.2,5.43,2.28,solid
Christmas bell biscuit,339.2,15.84,7.92,25.94,127.01,5.66,2.33,solid
Christmas star biscuit,355.8,10.04,5.02,53.05,76.09,3.54,1.47,solid
Christmas tree biscuit,323.4,15.0,7.5,24.77,120.45,5.43,2.65,solid
Chocolate cream shells,381.2,19.34,11.99,34.72,126.84,5.1,0.9,solid
Jelly biscuit,359.3,19.33,9.66,29.76,110.57,4.23,2.02,solid
Cherry and walnut cookies,369.0,18.75,9.38,30.37,114.62,5.63,1.3,solid
Cheese straws,324.8,24.28,15.05,1.79,587.42,9.83,1.29,solid
Butterfly biscuit,296.1,22.11,13.71,2.44,572.05,9.98,1.02,solid
Flan pastry,363.0,25.04,12.52,6.22,193.23,6.72,1.58,solid
Fruit flan,213.2,12.48,3.74,9.52,110.04,3.3,0.71,solid
Orange cream flan,280.28,13.59,8.43,25.27,82.41,4.73,0.63,solid
Fruit puree tart,246.6,16.83,5.05,9.79,49.65,3.35,1.31,solid
Apple banana pie,207.3,11.39,3.42,12.96,384.43,3.13,1.89,solid
Lemon chiffon pie,228.2,14.52,4.36,11.39,94.95,4.88,0.66,solid
Orange chiffon pie,183.4,11.16,3.35,10.46,73.23,3.89,0.7,solid
Cream buns,215.74,15.81,9.8,5.95,45.49,4.45,0.31,solid
Savoury puffs,190.79,15.24,4.57,4.51,2274.24,9.51,0.33,solid
Choux swans,216.34,15.6,4.68,6.13,145.08,4.35,0.35,solid
Potato aigrettes,530.03,54.24,16.27,0.73,112.45,2.35,0.45,solid
Cream horns,408.23,33.55,20.8,7.12,57.11,3.42,0.6,solid
Savoury cheese horns,258.3,20.71,12.84,2.74,212.28,5.66,0.73,solid
Paneer patties,301.6,23.96,14.86,4.04,158.44,7.6,1.18,solid
Vegetable patties,224.4,17.74,5.32,1.49,139.52,4.01,2.62,solid
Pearl millet infant food (Bajra shishu aahaar),294.9,6.62,1.99,26.06,12.67,11.98,7.84,solid
Sajina,267.3,3.03,0.91,25.89,11.7,10.81,7.62,solid
Cereal mix,99.5,2.02,0.61,10.68,9.29,3.32,2.03,solid
Pulse mix,65.8,0.54,0.16,6.59,3.88,3.16,2.25,solid
Shishu ahar,72.6,1.43,0.43,6.61,2.68,2.61,1.02,solid
Cereal pulse mix with amylase rice flour,117.8,2.74,0.82,8.84,1.03,4.27,3.47,solid
Banana groundnut paste/puree,213.19,5.45,1.64,31.67,16.85,4.27,1.7,solid
Rice dal porridge (Chawal dal ki khichdi/khichri),308.3,8.33,2.75,26.54,12.33,10.8,4.51,solid
Lentils and semolina porridge (Dal suji porridge/daliya),99.1,1.06,0.35,13.84,9.64,3.26,1.44,solid
Spinach khichri (Palak khichri/khichdi),68.5,1.91,0.57,0.21,69.59,3.43,1.56,solid
Vegetable mix,157.4,0.94,0.28,27.36,34.94,4.7,1.93,solid
Lentils and wheat porridge (Dal wheat porridge/daliya ),39.0,0.94,0.31,0.92,62.79,2.71,1.28,solid
Maize porridge,74.6,1.89,0.57,7.69,5.59,2.14,1.68,solid
Spinach peanut burfi (Palak aur mungfali ki burfi),105.37,4.39,1.32,11.5,19.52,3.36,2.07,solid
Split bengal gram burfi/fudge (Channa dal burfi),287.36,7.09,2.34,43.38,2.53,4.65,2.06,solid
Chickpea flour cookies (Sweet besan rounds/cookies),207.01,3.42,1.71,30.66,22.29,4.29,2.56,solid
Pearl millet mathri (Bajra mathri),785.08,83.12,24.94,0.16,33.17,1.82,1.36,solid
Sesame biscuit (Til ke biscuit),381.9,19.34,9.67,29.73,182.26,8.27,6.83,solid
Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),657.57,67.19,22.17,0.35,63.87,4.05,2.65,solid
Poshtik namak paras,613.39,56.58,16.97,0.87,44.01,6.49,4.55,solid
Soya chikki,423.7,15.51,4.65,45.47,17.24,7.18,3.55,solid
Besan bathua chilla/cheela,304.1,18.57,5.57,1.45,166.36,11.48,7.79,solid
Wheat flour and nuts ladoos (Atta nuts ladoos),340.4,19.19,11.9,15.94,8.07,9.46,7.3,solid
Gram flour and semolina dhokla (Besan suji dhokla),158.2,7.1,2.13,2.58,196.59,8.52,4.59,solid
Atta dal burfi,265.1,12.47,4.12,21.08,3.56,6.66,4.08,solid
Soya roti,213.7,9.23,2.77,1.58,155.93,9.18,8.71,solid
Poshtik khichdi/khichri,63.7,1.88,0.56,0.26,41.67,3.04,2.0,solid
Namkeen daliya,210.3,7.99,2.8,0.82,149.63,8.29,8.57,solid
Sprouts upma,234.6,10.44,3.13,1.67,147.82,9.5,7.16,solid
Semolina idli (Suji/Rava idli),150.2,3.47,1.04,3.42,185.02,9.34,5.85,solid
Poshtik chilla/cheela,110.5,3.04,0.91,1.22,97.18,4.85,4.91,solid
Stuffed bittergourd (dry) (Bharwa karela),217.65,22.38,6.71,0.07,519.29,1.29,3.0,solid
Cauliflower potato canjee,12.2,0.39,0.12,0.13,35.58,0.57,0.69,solid
Creamed spinach,96.91,6.39,3.96,1.59,156.02,5.18,1.33,solid
Mango milkshake with ice cream (Aam milkshake ice cream ke saath),68.35,2.8,1.74,9.11,16.64,1.93,0.23,liquid
Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),68.49,2.75,1.71,9.2,16.65,1.93,0.42,liquid
Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),67.82,2.75,1.71,9.0,16.65,1.95,0.16,liquid
Woodapple juice (Bel ka sharbat),34.18,0.7,0.21,5.75,127.45,0.63,1.03,liquid
Sattu drink,23.38,0.14,0.04,3.96,12.65,0.56,0.4,liquid
Apple and honey sorbet (Seb aur shehad ka sharbat),121.3,0.29,0.09,29.18,1.97,0.15,1.13,liquid
Thandai,101.18,5.89,1.71,8.21,22.69,3.59,0.8,liquid
Cucumber sharbat (Kheere ka sharbat),27.28,0.06,0.02,5.46,2.57,0.26,0.78,liquid
Apple oats chia seed smoothie,73.9,2.48,0.74,5.76,32.02,3.49,1.44,liquid
Nannari sharbat,88.79,0.01,0.0,23.58,1.16,0.01,0.0,liquid
Semolina milk drink (Thari kanji),38.6,1.36,0.84,3.88,11.95,0.98,0.72,liquid
Saffron milk (Kesariya doodh),102.18,4.57,2.83,12.5,23.69,3.17,0.14,liquid
Black rice kheer (Chak-hao kheer),130.7,4.91,1.47,12.57,25.77,4.37,0.76,solid
Coconut kheer (Nariyal ki kheer),162.61,10.55,3.17,13.73,45.97,3.4,1.53,solid
Apple sago payasam (Seb aur sabudana ki kheer),136.5,7.66,2.3,10.63,39.45,3.13,0.38,solid
Kesari bath,244.57,12.59,3.78,20.16,1.7,2.4,1.65,solid
Putharekulu,249.9,7.55,2.26,23.86,2.67,3.66,1.75,solid
Mango malpua,334.64,30.67,9.2,4.96,1.89,1.65,2.08,solid
Mango vanilla custard,147.63,7.04,2.11,14.62,30.12,3.43,0.99,solid
Kiwi granola pudding,254.7,15.36,4.61,15.08,59.21,5.6,3.71,solid
Oats burfi,378.9,17.27,5.18,32.93,8.15,8.89,4.96,solid
Lotus seed halwa (Kamal gattay ka halwa),314.0,20.69,12.83,9.8,3.06,7.79,0.42,solid
Amaranth ladoo (Rajgira ladoo),394.4,22.7,14.07,19.92,7.51,10.12,5.11,solid
Chhena poda,344.57,17.94,5.38,30.65,13.0,13.68,1.4,solid
Sweet couscous dessert,174.3,7.69,2.31,15.89,4.22,3.81,2.18,solid
Sweetened yogurt (Shrikhand),107.18,2.89,0.87,15.81,73.61,5.27,0.08,solid
Thickened sweetened milk (Rabri),102.79,5.35,3.32,10.09,23.92,3.52,0.19,solid
Gram flour halwa (Besan halwa),276.79,17.3,10.73,15.83,15.4,5.88,1.82,solid
Prawn sandwich,151.2,9.27,1.85,1.21,213.38,10.36,1.55,solid
Watercress sandwich,182.5,11.47,3.44,1.81,407.44,5.17,2.26,solid
Fish sandwich,134.5,10.37,2.07,1.04,161.88,4.72,1.23,solid
Kidney bean sandwich with cottage cheese,149.8,6.84,4.24,3.69,97.97,9.85,3.66,solid
Finger millet biscuit (Ragi biscuit),393.2,25.79,12.89,16.9,98.24,4.03,5.97,solid
Buttermilk biscuit,259.6,17.5,10.85,3.44,323.74,5.76,1.18,solid
Lemon cookies,359.8,23.02,11.51,23.47,84.71,5.63,0.78,solid
Sweet potato biscuit (Shakarkand ke biscuit),225.7,13.31,6.66,2.53,339.58,5.14,2.27,solid
Raspberry shortbread cookies,441.12,21.25,10.62,40.86,6.06,3.0,0.75,solid
Pumpkin cookies,196.2,3.93,1.97,31.62,51.49,2.51,1.06,solid
Greenpea cookies,146.1,4.24,2.12,14.45,229.9,6.53,5.32,solid
Sunflower cookies,520.62,36.28,18.14,24.28,181.68,9.49,3.95,solid
Cardamom cookies (Elaichi cookies),400.49,19.12,9.56,38.99,98.45,5.1,2.79,solid
Hazelnut cookies,493.32,34.97,17.48,22.01,81.06,6.25,2.45,solid
Milk cookies,408.1,24.96,15.48,22.06,156.53,10.49,0.99,liquid
Cranberry cookies,242.1,12.66,6.33,19.96,58.25,3.92,1.13,solid
Olive biscuit,397.8,23.75,11.88,32.27,120.1,3.2,0.82,solid
Tutti fruitti biscuit,338.3,17.9,8.95,15.75,93.11,5.21,5.43,solid
Peach blueberry preserves,177.38,0.2,0.06,45.33,2.81,0.53,1.14,solid
Pear preserves (Naashpati ka murabba),101.24,0.19,0.06,25.19,2.1,0.25,3.06,solid
Starfruit preserves,128.93,0.12,0.04,33.47,2.06,0.24,0.78,solid
Gooseberry pickle (Amla ka achaar),278.58,27.61,8.28,0.36,86.38,1.55,3.7,solid
Lotus stem pickle (Kamal kakdi ka achar),75.1,1.6,0.48,2.53,181.83,1.44,8.58,solid
Date pickle (Khajoor ka achaar),182.29,4.21,1.26,30.47,138.86,1.68,5.2,solid
Garlic pickle (Lahasun ka achar),413.62,39.88,11.96,2.32,269.12,3.72,5.13,solid
Fermented bamboo shoot pickle (Mesu pickle),59.83,5.59,1.68,0.29,161.31,1.58,2.24,solid
Sweet peach pickle (Aadoo ka achaar),144.64,0.2,0.06,36.46,33.04,0.46,1.32,solid
Pickled mustard greens,13.12,0.22,0.07,0.02,242.36,1.51,1.7,solid
Small onion pickle,21.7,0.64,0.19,2.99,249.48,1.65,1.09,solid
Green tomato pickle (Haray tamatar ka achaar),193.26,19.67,5.9,0.77,159.18,1.23,1.74,solid
Pickled cabbage,13.69,0.14,0.04,2.08,121.39,0.39,0.61,solid
Coconut pickle (Nariyal ka aachar),517.26,51.71,15.51,8.98,176.54,3.02,6.35,solid
Potato pickle (Aloo ka achaar),369.14,36.46,10.94,0.82,213.73,2.07,2.21,solid
Mango murabba candy,293.35,0.05,0.01,74.73,13.71,0.27,0.95,solid
Afghani chicken,151.51,9.07,3.17,0.83,87.02,15.66,0.31,solid
Fish orly,563.7,58.18,11.64,0.24,136.37,5.87,0.33,solid
Hariyali Fish Tikka,150.24,9.41,1.88,0.83,100.45,14.01,0.99,solid
Chicken manchurian,142.34,11.96,4.19,0.9,2414.77,9.53,0.41,solid
Handi chicken,166.02,12.46,4.36,0.75,75.64,12.32,0.67,solid
Lemon chicken,169.79,9.66,3.38,0.16,79.93,20.2,0.16,solid
Lemon butter fish,160.25,10.26,6.36,0.23,187.72,16.38,0.36,solid
Baked eggs in tomato sauce,80.05,5.22,1.51,2.03,188.21,4.92,0.01,solid
Egg in a pepper,128.78,8.68,2.52,0.05,183.89,12.64,0.17,solid
Spinach mushroom scrambled egg (Palak mushroom bhurji),158.85,11.51,3.34,0.1,227.97,13.28,0.39,solid
Corn omelette/omlet,166.93,12.89,3.87,0.41,166.42,11.37,0.02,solid
Cajun chicken,184.94,13.99,4.9,1.1,1740.13,12.69,0.89,solid
Paaner do pyaza,127.7,10.87,3.26,2.2,160.66,4.22,0.84,solid
Cabbage manchurian (Pattagobhi manchurian),224.26,22.48,6.74,0.33,75.02,0.64,0.37,solid
Gobi 65,278.29,29.11,8.73,0.29,69.22,0.56,0.57,solid
Paneer lababdar,105.48,8.46,5.25,1.96,142.45,3.98,1.16,solid
Roasted cauliflower steak,78.68,6.7,2.01,0.44,120.19,2.05,3.53,liquid
Sauteed radishes with green beans,94.32,6.61,1.98,1.78,65.1,2.41,3.52,solid
Garlic chutney/Poondu chutney (Lahasun ki chutney),255.51,17.55,5.26,13.36,177.62,3.34,5.15,solid
Schezwan chutney,205.19,17.72,5.32,5.66,486.27,3.33,5.72,solid
Onion chutney (Pyaaz ki chutney/Vengaya chutney),143.94,8.38,2.51,6.8,256.89,2.97,4.6,solid
Dates chutney (Khajoor ki chutney),103.57,1.12,0.34,18.68,76.77,1.07,3.41,solid
Chicken salad,338.19,30.26,10.59,0.96,50.62,15.33,2.0,solid
Macaroni salad,229.2,17.78,5.33,3.73,163.99,5.02,0.56,solid
Cabbage raita (Pattagobhi raita),84.84,5.76,1.73,4.21,125.31,3.24,0.93,solid
Pomegranate raita (Anaar ka raita),72.64,3.24,0.97,7.01,195.18,4.05,0.6,solid
Onion raita (Pyaaz ka raita),71.56,2.43,0.73,7.07,189.96,4.86,0.65,solid
Green chilli raita (Hari mirch ka raita),77.13,2.92,0.88,7.49,161.31,5.58,0.26,solid
Kale salad,177.71,15.33,4.6,3.31,292.04,4.86,1.36,solid
Spinach and paneer souffle,186.19,13.49,8.36,2.81,434.68,7.56,1.07,solid
Masala souffle,112.6,7.37,2.43,1.84,131.14,6.38,1.24,solid
Chicken and cheese souffle,182.35,14.74,9.14,2.46,120.93,9.07,0.26,solid
Tamarind chutney (Chintapandu pachadi/Puli chutney),109.15,0.48,0.14,22.85,75.61,0.88,1.65,solid
Pav bhaji masala,210.1,10.96,3.62,1.48,1814.66,9.13,24.3,solid
Green chutney,65.4,1.6,0.48,0.92,262.81,5.42,5.84,solid
Sago khitchdi/khichri (Sabudana khitchdi/khichri),148.3,10.1,3.03,1.03,100.26,2.72,1.82,solid
Gram flour chilla/cheela (Besan chilla/cheela),104.4,2.85,0.85,1.87,135.57,7.8,4.25,solid
Vegetable namkeen jave,78.2,2.51,0.88,1.04,32.13,2.93,2.86,solid
Khakhra,129.9,5.32,1.6,0.88,184.16,4.78,5.43,solid
Moong bean dosa (Pesarattu),232.0,11.67,3.5,2.9,61.36,12.32,6.04,solid
Methi thepla,276.3,15.95,4.78,2.98,543.27,8.98,7.56,solid
Rice puttu (Ari puttu),59.0,3.13,0.94,0.33,48.28,1.26,0.76,solid
Buckwheat pancake (Khura),213.2,16.43,8.21,0.64,69.97,2.91,0.56,solid
Quinoa khichdi/khichri,49.5,1.59,0.48,0.69,69.64,3.18,2.58,solid
Khakhra chaat,358.66,30.65,9.19,3.26,102.78,4.52,3.04,solid
Banana appam,469.81,42.53,12.76,9.95,20.14,1.17,0.67,solid
Veg manchurian,585.64,61.65,18.49,0.76,65.31,0.89,1.16,solid
Pav bhaji,79.1,4.32,1.3,2.06,163.89,2.66,1.98,solid
Rice murukku,527.3,48.22,14.47,0.17,63.31,5.41,2.18,solid
Bhel puri,509.89,47.91,14.37,3.41,93.98,3.52,2.24,solid
Semolina dhokla (Suji/Rava dhokla),140.6,5.2,1.56,1.85,443.39,5.44,5.12,solid
Spicy corn chaat,479.8,46.55,13.96,0.95,86.5,4.61,2.17,solid
Jackfruit fritters (Ponsa mulik/Kathal ka pakora),597.79,54.41,16.32,11.48,46.39,2.34,1.5,solid
Banana chips (Kele ke chips),665.67,70.46,24.66,4.37,86.87,0.37,0.65,solid
Wheat cake,314.63,14.95,7.47,25.79,82.96,4.79,2.76,solid
Mango cheesecake,152.46,7.3,4.53,15.36,107.12,2.39,1.14,solid
Carrot cake (Gajar ka cake),255.59,10.27,5.13,23.96,158.74,5.6,2.93,solid
Semolina cake (Suji/Rava cake),374.14,25.18,12.59,18.86,91.36,6.58,5.37,solid
Finger millet cake (Ragi cake),254.7,12.27,6.13,24.76,98.26,3.96,2.35,solid
Honey cake,333.59,14.7,7.35,33.43,72.55,3.08,0.51,solid
Almond cardamom cake (Badam elaichi cake),356.35,21.36,10.68,18.06,155.37,7.18,2.35,solid
Tutti frutti cake,296.9,12.68,6.34,28.08,106.36,4.49,0.85,solid
Ham and Bean soup,96.04,4.15,1.25,1.43,378.14,10.61,0.54,liquid
Whey soup,68.91,3.34,1.0,5.87,87.08,3.45,0.84,liquid
Bottle gourd soup (Ghiya/Lauki soup),23.05,1.79,0.54,0.39,53.81,0.45,0.96,liquid
Baked potato soup,147.05,11.21,3.36,3.44,268.69,5.73,0.3,liquid
Pumpkin soup,40.05,3.2,0.96,1.47,45.5,0.47,1.19,liquid
Sweet corn soup,27.6,1.63,0.49,0.9,22.35,0.99,0.31,solid
Paneer soup,47.85,2.8,1.74,1.98,68.03,3.22,0.28,solid
Curried Cauliflower soup,82.0,9.77,2.93,1.79,7311.44,6.72,2.34,liquid
Millet soup,112.8,12.57,3.77,1.45,10918.83,11.26,2.82,liquid
Lemon coriander soup,97.9,6.26,1.88,2.2,219.17,2.27,6.77,liquid
Garlic soup,194.86,17.62,5.29,2.39,179.26,2.38,1.66,liquid
Dal makhani,61.3,3.06,1.01,0.8,41.85,3.32,2.27,solid
Dalma,98.3,4.58,1.51,3.1,49.35,4.91,2.16,solid
Split bengal gram dal (Channa dal),84.6,4.62,1.52,0.98,46.4,4.15,3.72,solid
Horsegram dal (Kulthi dal),41.7,1.13,0.37,0.72,63.63,2.91,1.52,solid
Panchmel dal,93.7,5.36,1.77,0.75,79.46,4.63,3.2,solid
Dal dhokli,55.5,2.47,0.82,1.12,37.53,2.96,1.86,solid
Gujarati handvo,151.6,4.8,1.44,2.51,308.55,8.24,4.95,solid
Sev (Omapodi/Karapusa),609.14,60.08,21.03,0.53,53.19,5.12,2.35,solid
Papdi,708.96,72.11,21.63,0.31,28.91,1.83,0.56,solid
Jowar dosa,217.2,10.28,3.08,0.59,97.25,8.5,5.56,solid
Bread roll,435.46,40.25,20.12,0.94,139.34,2.85,1.45,solid
Soya seekh kebab,98.0,5.88,2.06,0.51,92.25,5.4,2.24,solid
